Week,Airports,Class,Passengers,Date
1990 W01,MEL-SYD,Economy,19020,01-01-1990
1990 W02,MEL-SYD,Economy,20077,08-01-1990
1990 W03,MEL-SYD,Economy,22124,15-01-1990
1990 W04,MEL-SYD,Economy,19920,22-01-1990
1990 W05,MEL-SYD,Economy,17215,29-01-1990
1990 W06,MEL-SYD,Economy,17662,05-02-1990
1990 W07,MEL-SYD,Economy,19828,12-02-1990
1990 W08,MEL-SYD,Economy,18754,19-02-1990
1990 W09,MEL-SYD,Economy,20390,26-02-1990
1990 W10,MEL-SYD,Economy,18383,05-03-1990
1990 W11,MEL-SYD,Economy,19377,12-03-1990
1990 W12,MEL-SYD,Economy,20133,19-03-1990
1990 W13,MEL-SYD,Economy,19210,26-03-1990
1990 W14,MEL-SYD,Economy,20736,02-04-1990
1990 W15,MEL-SYD,Economy,18821,09-04-1990
1990 W16,MEL-SYD,Economy,20952,16-04-1990
1990 W17,MEL-SYD,Economy,20565,23-04-1990
1990 W18,MEL-SYD,Economy,20311,30-04-1990
1990 W19,MEL-SYD,Economy,17859,07-05-1990
1990 W20,MEL-SYD,Economy,19385,14-05-1990
1990 W21,MEL-SYD,Economy,17962,21-05-1990
1990 W22,MEL-SYD,Economy,19569,28-05-1990
1990 W23,MEL-SYD,Economy,17894,04-06-1990
1990 W24,MEL-SYD,Economy,18114,11-06-1990
1990 W25,MEL-SYD,Economy,19170,18-06-1990
1990 W26,MEL-SYD,Economy,18713,25-06-1990
1990 W27,MEL-SYD,Economy,20520,02-07-1990
1990 W28,MEL-SYD,Economy,20345,09-07-1990
1990 W29,MEL-SYD,Economy,20015,16-07-1990
1990 W30,MEL-SYD,Economy,18027,23-07-1990
1990 W31,MEL-SYD,Economy,19697,30-07-1990
1990 W32,MEL-SYD,Economy,19897,06-08-1990
1990 W33,MEL-SYD,Economy,19213,13-08-1990
1990 W34,MEL-SYD,Economy,19773,20-08-1990
1990 W35,MEL-SYD,Economy,20128,27-08-1990
1990 W36,MEL-SYD,Economy,21181,03-09-1990
1990 W37,MEL-SYD,Economy,21933,10-09-1990
1990 W38,MEL-SYD,Economy,20049,17-09-1990
1990 W39,MEL-SYD,Economy,23358,24-09-1990
1990 W40,MEL-SYD,Economy,21120,01-10-1990
1990 W41,MEL-SYD,Economy,21970,08-10-1990
1990 W42,MEL-SYD,Economy,21411,15-10-1990
1990 W43,MEL-SYD,Economy,22569,22-10-1990
1990 W44,MEL-SYD,Economy,20849,29-10-1990
1990 W45,MEL-SYD,Economy,20658,05-11-1990
1990 W46,MEL-SYD,Economy,21192,12-11-1990
1990 W47,MEL-SYD,Economy,21502,19-11-1990
1990 W48,MEL-SYD,Economy,22152,26-11-1990
1990 W49,MEL-SYD,Economy,21904,03-12-1990
1990 W50,MEL-SYD,Economy,20634,10-12-1990
1990 W51,MEL-SYD,Economy,15535,17-12-1990
1990 W52,MEL-SYD,Economy,16690,24-12-1990
1991 W01,MEL-SYD,Economy,19150,31-12-1991
1991 W02,MEL-SYD,Economy,21128,07-01-1991
1991 W03,MEL-SYD,Economy,21136,14-01-1991
1991 W04,MEL-SYD,Economy,19693,21-01-1991
1991 W05,MEL-SYD,Economy,21576,28-01-1991
1991 W06,MEL-SYD,Economy,21449,04-02-1991
1991 W07,MEL-SYD,Economy,22298,11-02-1991
1991 W08,MEL-SYD,Economy,21056,18-02-1991
1991 W09,MEL-SYD,Economy,19014,25-02-1991
1991 W10,MEL-SYD,Economy,19511,04-03-1991
1991 W11,MEL-SYD,Economy,20162,11-03-1991
1991 W12,MEL-SYD,Economy,21158,18-03-1991
1991 W13,MEL-SYD,Economy,19059,25-03-1991
1991 W14,MEL-SYD,Economy,21972,01-04-1991
1991 W15,MEL-SYD,Economy,22877,08-04-1991
1991 W16,MEL-SYD,Economy,22190,15-04-1991
1991 W17,MEL-SYD,Economy,22533,22-04-1991
1991 W18,MEL-SYD,Economy,20682,29-04-1991
1991 W19,MEL-SYD,Economy,21788,06-05-1991
1991 W20,MEL-SYD,Economy,21299,13-05-1991
1991 W21,MEL-SYD,Economy,20663,20-05-1991
1991 W22,MEL-SYD,Economy,21948,27-05-1991
1991 W23,MEL-SYD,Economy,21009,03-06-1991
1991 W24,MEL-SYD,Economy,20443,10-06-1991
1991 W25,MEL-SYD,Economy,21418,17-06-1991
1991 W26,MEL-SYD,Economy,23273,24-06-1991
1991 W27,MEL-SYD,Economy,25763,01-07-1991
1991 W28,MEL-SYD,Economy,26045,08-07-1991
1991 W29,MEL-SYD,Economy,23831,15-07-1991
1991 W30,MEL-SYD,Economy,22742,22-07-1991
1991 W31,MEL-SYD,Economy,22962,29-07-1991
1991 W32,MEL-SYD,Economy,25253,05-08-1991
1991 W33,MEL-SYD,Economy,25239,12-08-1991
1991 W34,MEL-SYD,Economy,27387,19-08-1991
1991 W35,MEL-SYD,Economy,26824,26-08-1991
1991 W36,MEL-SYD,Economy,27294,02-09-1991
1991 W37,MEL-SYD,Economy,28935,09-09-1991
1991 W38,MEL-SYD,Economy,31642,16-09-1991
1991 W39,MEL-SYD,Economy,32468,23-09-1991
1991 W40,MEL-SYD,Economy,27673,30-09-1991
1991 W41,MEL-SYD,Economy,28890,07-10-1991
1991 W42,MEL-SYD,Economy,26465,14-10-1991
1991 W43,MEL-SYD,Economy,28296,21-10-1991
1991 W44,MEL-SYD,Economy,29274,28-10-1991
1991 W45,MEL-SYD,Economy,30686,04-11-1991
1991 W46,MEL-SYD,Economy,29786,11-11-1991
1991 W47,MEL-SYD,Economy,31155,18-11-1991
1991 W48,MEL-SYD,Economy,28459,25-11-1991
1991 W49,MEL-SYD,Economy,27195,02-12-1991
1991 W50,MEL-SYD,Economy,26274,09-12-1991
1991 W51,MEL-SYD,Economy,25204,16-12-1991
1991 W52,MEL-SYD,Economy,24434,23-12-1991
1992 W01,MEL-SYD,Economy,27323,30-12-1992
1992 W02,MEL-SYD,Economy,27303,06-01-1992
1992 W03,MEL-SYD,Economy,30334,13-01-1992
1992 W04,MEL-SYD,Economy,26833,20-01-1992
1992 W05,MEL-SYD,Economy,25811,27-01-1992
1992 W06,MEL-SYD,Economy,27238,03-02-1992
1992 W07,MEL-SYD,Economy,28788,10-02-1992
1992 W08,MEL-SYD,Economy,27263,17-02-1992
1992 W09,MEL-SYD,Economy,27217,24-02-1992
1992 W10,MEL-SYD,Economy,26410,02-03-1992
1992 W11,MEL-SYD,Economy,26118,09-03-1992
1992 W12,MEL-SYD,Economy,18642,16-03-1992
1992 W13,MEL-SYD,Economy,16518,23-03-1992
1992 W14,MEL-SYD,Economy,17276,30-03-1992
1992 W15,MEL-SYD,Economy,21662,06-04-1992
1992 W16,MEL-SYD,Economy,20473,13-04-1992
1992 W17,MEL-SYD,Economy,18336,20-04-1992
1992 W18,MEL-SYD,Economy,17018,27-04-1992
1992 W19,MEL-SYD,Economy,18111,04-05-1992
1992 W20,MEL-SYD,Economy,18410,11-05-1992
1992 W21,MEL-SYD,Economy,20541,18-05-1992
1992 W22,MEL-SYD,Economy,21408,25-05-1992
1992 W23,MEL-SYD,Economy,21545,01-06-1992
1992 W24,MEL-SYD,Economy,21732,08-06-1992
1992 W25,MEL-SYD,Economy,26173,15-06-1992
1992 W26,MEL-SYD,Economy,27432,22-06-1992
1992 W27,MEL-SYD,Economy,28362,29-06-1992
1992 W28,MEL-SYD,Economy,29827,06-07-1992
1992 W29,MEL-SYD,Economy,29870,13-07-1992
1992 W30,MEL-SYD,Economy,26534,20-07-1992
1992 W31,MEL-SYD,Economy,26434,27-07-1992
1992 W32,MEL-SYD,Economy,26137,03-08-1992
1992 W33,MEL-SYD,Economy,27365,10-08-1992
1992 W34,MEL-SYD,Economy,27910,17-08-1992
1992 W35,MEL-SYD,Economy,26311,24-08-1992
1992 W36,MEL-SYD,Economy,27538,31-08-1992
1992 W37,MEL-SYD,Economy,29445,07-09-1992
1992 W38,MEL-SYD,Economy,28326,14-09-1992
1992 W39,MEL-SYD,Economy,30203,21-09-1992
1992 W40,MEL-SYD,Economy,27838,28-09-1992
1992 W41,MEL-SYD,Economy,27760,05-10-1992
1992 W42,MEL-SYD,Economy,27322,12-10-1992
1992 W43,MEL-SYD,Economy,28837,19-10-1992
1992 W44,MEL-SYD,Economy,26548,26-10-1992
1992 W45,MEL-SYD,Economy,27279,02-11-1992
1992 W46,MEL-SYD,Economy,27306,09-11-1992
1992 W47,MEL-SYD,Economy,28299,16-11-1992
1987 W26,MEL-SYD,First,1912,22-06-1987
1987 W27,MEL-SYD,First,1848,29-06-1987
1987 W28,MEL-SYD,First,1856,06-07-1987
1987 W29,MEL-SYD,First,2142,13-07-1987
1987 W30,MEL-SYD,First,2118,20-07-1987
1987 W31,MEL-SYD,First,2048,27-07-1987
1987 W32,MEL-SYD,First,2111,03-08-1987
1987 W33,MEL-SYD,First,2199,10-08-1987
1987 W34,MEL-SYD,First,2231,17-08-1987
1987 W35,MEL-SYD,First,2081,24-08-1987
1987 W36,MEL-SYD,First,2213,31-08-1987
1987 W37,MEL-SYD,First,2131,07-09-1987
1987 W39,MEL-SYD,First,2131,21-09-1987
1987 W40,MEL-SYD,First,2034,28-09-1987
1987 W41,MEL-SYD,First,2190,05-10-1987
1987 W42,MEL-SYD,First,2262,12-10-1987
1987 W43,MEL-SYD,First,2579,19-10-1987
1987 W44,MEL-SYD,First,2367,26-10-1987
1987 W45,MEL-SYD,First,2432,02-11-1987
1987 W46,MEL-SYD,First,2640,09-11-1987
1987 W47,MEL-SYD,First,2614,16-11-1987
1987 W48,MEL-SYD,First,2569,23-11-1987
1987 W49,MEL-SYD,First,2523,30-11-1987
1987 W50,MEL-SYD,First,2260,07-12-1987
1987 W51,MEL-SYD,First,1117,14-12-1987
1987 W52,MEL-SYD,First,590,21-12-1987
1987 W53,MEL-SYD,First,966,28-12-1987
1988 W01,MEL-SYD,First,1235,04-01-1988
1988 W02,MEL-SYD,First,2001,11-01-1988
1988 W03,MEL-SYD,First,1696,18-01-1988
1988 W04,MEL-SYD,First,2089,25-01-1988
1988 W05,MEL-SYD,First,2716,01-02-1988
1988 W06,MEL-SYD,First,2483,08-02-1988
1988 W07,MEL-SYD,First,2461,15-02-1988
1988 W08,MEL-SYD,First,2533,22-02-1988
1988 W09,MEL-SYD,First,2273,29-02-1988
1988 W10,MEL-SYD,First,2273,07-03-1988
1988 W11,MEL-SYD,First,2370,14-03-1988
1988 W12,MEL-SYD,First,1782,21-03-1988
1988 W13,MEL-SYD,First,1385,28-03-1988
1988 W14,MEL-SYD,First,2322,04-04-1988
1988 W15,MEL-SYD,First,2340,11-04-1988
1988 W16,MEL-SYD,First,2203,18-04-1988
1988 W17,MEL-SYD,First,2300,25-04-1988
1988 W18,MEL-SYD,First,2125,02-05-1988
1988 W19,MEL-SYD,First,2345,09-05-1988
1988 W20,MEL-SYD,First,2224,16-05-1988
1988 W21,MEL-SYD,First,1952,23-05-1988
1988 W22,MEL-SYD,First,2212,30-05-1988
1988 W23,MEL-SYD,First,2028,06-06-1988
1988 W24,MEL-SYD,First,1906,13-06-1988
1988 W25,MEL-SYD,First,1834,20-06-1988
1988 W26,MEL-SYD,First,1797,27-06-1988
1988 W27,MEL-SYD,First,1869,04-07-1988
1988 W28,MEL-SYD,First,1886,11-07-1988
1988 W29,MEL-SYD,First,2131,18-07-1988
1988 W30,MEL-SYD,First,2021,25-07-1988
1988 W31,MEL-SYD,First,2199,01-08-1988
1988 W32,MEL-SYD,First,2140,08-08-1988
1988 W33,MEL-SYD,First,2190,15-08-1988
1988 W34,MEL-SYD,First,1917,22-08-1988
1988 W35,MEL-SYD,First,2096,29-08-1988
1988 W36,MEL-SYD,First,2254,05-09-1988
1988 W37,MEL-SYD,First,2251,12-09-1988
1988 W38,MEL-SYD,First,2072,19-09-1988
1988 W39,MEL-SYD,First,993,26-09-1988
1988 W40,MEL-SYD,First,1675,03-10-1988
1988 W41,MEL-SYD,First,1463,10-10-1988
1988 W42,MEL-SYD,First,2256,17-10-1988
1988 W43,MEL-SYD,First,2216,24-10-1988
1988 W44,MEL-SYD,First,2218,31-10-1988
1988 W45,MEL-SYD,First,2568,07-11-1988
1988 W46,MEL-SYD,First,2483,14-11-1988
1988 W47,MEL-SYD,First,2545,21-11-1988
1988 W48,MEL-SYD,First,2599,28-11-1988
1988 W49,MEL-SYD,First,2483,05-12-1988
1988 W50,MEL-SYD,First,1793,12-12-1988
1988 W51,MEL-SYD,First,516,19-12-1988
1988 W52,MEL-SYD,First,873,26-12-1988
1989 W01,MEL-SYD,First,1195,02-01-1989
1989 W02,MEL-SYD,First,1525,09-01-1989
1989 W03,MEL-SYD,First,1906,16-01-1989
1989 W04,MEL-SYD,First,2246,23-01-1989
1989 W05,MEL-SYD,First,2247,30-01-1989
1989 W06,MEL-SYD,First,2316,06-02-1989
1989 W07,MEL-SYD,First,2276,13-02-1989
1989 W08,MEL-SYD,First,2403,20-02-1989
1989 W09,MEL-SYD,First,2432,27-02-1989
1989 W10,MEL-SYD,First,2490,06-03-1989
1989 W11,MEL-SYD,First,2013,13-03-1989
1989 W12,MEL-SYD,First,1508,20-03-1989
1989 W13,MEL-SYD,First,2251,27-03-1989
1989 W14,MEL-SYD,First,2079,03-04-1989
1989 W15,MEL-SYD,First,2210,10-04-1989
1989 W16,MEL-SYD,First,1960,17-04-1989
1989 W17,MEL-SYD,First,2251,24-04-1989
1989 W18,MEL-SYD,First,2013,01-05-1989
1989 W19,MEL-SYD,First,2252,08-05-1989
1989 W20,MEL-SYD,First,2067,15-05-1989
1989 W21,MEL-SYD,First,1831,22-05-1989
1989 W22,MEL-SYD,First,2069,29-05-1989
1989 W23,MEL-SYD,First,1953,05-06-1989
1989 W24,MEL-SYD,First,2199,12-06-1989
1989 W25,MEL-SYD,First,1771,19-06-1989
1989 W26,MEL-SYD,First,1696,26-06-1989
1989 W27,MEL-SYD,First,1788,03-07-1989
1989 W28,MEL-SYD,First,1636,10-07-1989
1989 W29,MEL-SYD,First,1741,17-07-1989
1989 W30,MEL-SYD,First,1597,24-07-1989
1989 W31,MEL-SYD,First,1943,31-07-1989
1989 W32,MEL-SYD,First,1660,07-08-1989
1989 W33,MEL-SYD,First,616,14-08-1989
1989 W34,MEL-SYD,First,0,21-08-1989
1989 W35,MEL-SYD,First,0,28-08-1989
1989 W36,MEL-SYD,First,0,04-09-1989
1989 W37,MEL-SYD,First,0,11-09-1989
1989 W38,MEL-SYD,First,0,18-09-1989
1989 W39,MEL-SYD,First,0,25-09-1989
1989 W40,MEL-SYD,First,0,02-10-1989
1989 W41,MEL-SYD,First,53,09-10-1989
1989 W42,MEL-SYD,First,40,16-10-1989
1989 W43,MEL-SYD,First,354,23-10-1989
1989 W44,MEL-SYD,First,505,30-10-1989
1989 W45,MEL-SYD,First,711,06-11-1989
1989 W46,MEL-SYD,First,723,13-11-1989
1989 W47,MEL-SYD,First,796,20-11-1989
1989 W48,MEL-SYD,First,856,27-11-1989
1989 W49,MEL-SYD,First,845,04-12-1989
1989 W50,MEL-SYD,First,807,11-12-1989
1989 W51,MEL-SYD,First,276,18-12-1989
1989 W52,MEL-SYD,First,339,25-12-1989
1990 W01,MEL-SYD,First,581,01-01-1990
1990 W02,MEL-SYD,First,894,08-01-1990
1990 W03,MEL-SYD,First,936,15-01-1990
1990 W04,MEL-SYD,First,1111,22-01-1990
1990 W05,MEL-SYD,First,1446,29-01-1990
1990 W06,MEL-SYD,First,1517,05-02-1990
1990 W07,MEL-SYD,First,1513,12-02-1990
1990 W08,MEL-SYD,First,1508,19-02-1990
1990 W09,MEL-SYD,First,1636,26-02-1990
1990 W10,MEL-SYD,First,1380,05-03-1990
1990 W11,MEL-SYD,First,1453,12-03-1990
1990 W12,MEL-SYD,First,1459,19-03-1990
1990 W13,MEL-SYD,First,1538,26-03-1990
1990 W14,MEL-SYD,First,1327,02-04-1990
1990 W15,MEL-SYD,First,1027,09-04-1990
1990 W16,MEL-SYD,First,1365,16-04-1990
1990 W17,MEL-SYD,First,1475,23-04-1990
1990 W18,MEL-SYD,First,1365,30-04-1990
1990 W19,MEL-SYD,First,1351,07-05-1990
1990 W20,MEL-SYD,First,1231,14-05-1990
1990 W21,MEL-SYD,First,1447,21-05-1990
1990 W22,MEL-SYD,First,1408,28-05-1990
1990 W23,MEL-SYD,First,1089,04-06-1990
1990 W24,MEL-SYD,First,1357,11-06-1990
1990 W25,MEL-SYD,First,1287,18-06-1990
1990 W26,MEL-SYD,First,1087,25-06-1990
1990 W27,MEL-SYD,First,1017,02-07-1990
1990 W28,MEL-SYD,First,1090,09-07-1990
1990 W29,MEL-SYD,First,1343,16-07-1990
1990 W30,MEL-SYD,First,1164,23-07-1990
1990 W31,MEL-SYD,First,1169,30-07-1990
1990 W32,MEL-SYD,First,1465,06-08-1990
1990 W33,MEL-SYD,First,1242,13-08-1990
1990 W34,MEL-SYD,First,1220,20-08-1990
1990 W35,MEL-SYD,First,1231,27-08-1990
1990 W36,MEL-SYD,First,1266,03-09-1990
1990 W37,MEL-SYD,First,1337,10-09-1990
1990 W38,MEL-SYD,First,1079,17-09-1990
1990 W39,MEL-SYD,First,1223,24-09-1990
1990 W40,MEL-SYD,First,1351,01-10-1990
1990 W41,MEL-SYD,First,1269,08-10-1990
1990 W42,MEL-SYD,First,1382,15-10-1990
1990 W43,MEL-SYD,First,1435,22-10-1990
1990 W44,MEL-SYD,First,1371,29-10-1990
1990 W45,MEL-SYD,First,1341,05-11-1990
1990 W46,MEL-SYD,First,1399,12-11-1990
1990 W47,MEL-SYD,First,1440,19-11-1990
1990 W48,MEL-SYD,First,1236,26-11-1990
1990 W49,MEL-SYD,First,1441,03-12-1990
1990 W50,MEL-SYD,First,988,10-12-1990
1990 W51,MEL-SYD,First,300,17-12-1990
1990 W52,MEL-SYD,First,401,24-12-1990
1991 W01,MEL-SYD,First,529,31-12-1991
1991 W02,MEL-SYD,First,786,07-01-1991
1991 W03,MEL-SYD,First,1086,14-01-1991
1991 W04,MEL-SYD,First,725,21-01-1991
1991 W05,MEL-SYD,First,1127,28-01-1991
1991 W06,MEL-SYD,First,1146,04-02-1991
1991 W07,MEL-SYD,First,1086,11-02-1991
1991 W08,MEL-SYD,First,1134,18-02-1991
1991 W09,MEL-SYD,First,1020,25-02-1991
1991 W10,MEL-SYD,First,1022,04-03-1991
1991 W11,MEL-SYD,First,1224,11-03-1991
1991 W12,MEL-SYD,First,895,18-03-1991
1991 W13,MEL-SYD,First,658,25-03-1991
1991 W14,MEL-SYD,First,977,01-04-1991
1991 W15,MEL-SYD,First,916,08-04-1991
1991 W16,MEL-SYD,First,830,15-04-1991
1991 W17,MEL-SYD,First,990,22-04-1991
1991 W18,MEL-SYD,First,770,29-04-1991
1991 W19,MEL-SYD,First,801,06-05-1991
1991 W20,MEL-SYD,First,839,13-05-1991
1991 W21,MEL-SYD,First,835,20-05-1991
1991 W22,MEL-SYD,First,802,27-05-1991
1991 W23,MEL-SYD,First,763,03-06-1991
1991 W24,MEL-SYD,First,770,10-06-1991
1991 W25,MEL-SYD,First,838,17-06-1991
1991 W26,MEL-SYD,First,742,24-06-1991
1991 W27,MEL-SYD,First,793,01-07-1991
1991 W28,MEL-SYD,First,900,08-07-1991
1991 W29,MEL-SYD,First,960,15-07-1991
1991 W30,MEL-SYD,First,800,22-07-1991
1991 W31,MEL-SYD,First,807,29-07-1991
1991 W32,MEL-SYD,First,841,05-08-1991
1991 W33,MEL-SYD,First,880,12-08-1991
1991 W34,MEL-SYD,First,818,19-08-1991
1991 W35,MEL-SYD,First,817,26-08-1991
1991 W36,MEL-SYD,First,819,02-09-1991
1991 W37,MEL-SYD,First,998,09-09-1991
1991 W38,MEL-SYD,First,1220,16-09-1991
1991 W39,MEL-SYD,First,966,23-09-1991
1991 W40,MEL-SYD,First,895,30-09-1991
1991 W41,MEL-SYD,First,978,07-10-1991
1991 W42,MEL-SYD,First,913,14-10-1991
1991 W43,MEL-SYD,First,947,21-10-1991
1991 W44,MEL-SYD,First,1002,28-10-1991
1991 W45,MEL-SYD,First,1081,04-11-1991
1991 W46,MEL-SYD,First,977,11-11-1991
1991 W47,MEL-SYD,First,1027,18-11-1991
1991 W48,MEL-SYD,First,895,25-11-1991
1991 W49,MEL-SYD,First,900,02-12-1991
1991 W50,MEL-SYD,First,762,09-12-1991
1991 W51,MEL-SYD,First,329,16-12-1991
1991 W52,MEL-SYD,First,351,23-12-1991
1992 W01,MEL-SYD,First,419,30-12-1992
1992 W02,MEL-SYD,First,618,06-01-1992
1992 W03,MEL-SYD,First,845,13-01-1992
1992 W04,MEL-SYD,First,727,20-01-1992
1992 W05,MEL-SYD,First,1200,27-01-1992
1992 W06,MEL-SYD,First,1801,03-02-1992
1992 W07,MEL-SYD,First,1727,10-02-1992
1992 W08,MEL-SYD,First,1992,17-02-1992
1992 W09,MEL-SYD,First,1865,24-02-1992
1992 W10,MEL-SYD,First,1801,02-03-1992
1992 W11,MEL-SYD,First,1661,09-03-1992
1992 W12,MEL-SYD,First,2366,16-03-1992
1992 W13,MEL-SYD,First,2003,23-03-1992
1992 W14,MEL-SYD,First,2092,30-03-1992
1992 W15,MEL-SYD,First,1703,06-04-1992
1992 W16,MEL-SYD,First,1337,13-04-1992
1992 W17,MEL-SYD,First,1985,20-04-1992
1992 W18,MEL-SYD,First,1808,27-04-1992
1992 W19,MEL-SYD,First,1839,04-05-1992
1992 W20,MEL-SYD,First,1714,11-05-1992
1992 W21,MEL-SYD,First,1730,18-05-1992
1992 W22,MEL-SYD,First,1725,25-05-1992
1992 W23,MEL-SYD,First,1456,01-06-1992
1992 W24,MEL-SYD,First,1447,08-06-1992
1992 W25,MEL-SYD,First,1357,15-06-1992
1992 W26,MEL-SYD,First,1280,22-06-1992
1992 W27,MEL-SYD,First,1363,29-06-1992
1992 W28,MEL-SYD,First,1228,06-07-1992
1992 W29,MEL-SYD,First,1411,13-07-1992
1992 W30,MEL-SYD,First,1130,20-07-1992
1992 W31,MEL-SYD,First,1153,27-07-1992
1992 W32,MEL-SYD,First,1257,03-08-1992
1992 W33,MEL-SYD,First,1259,10-08-1992
1992 W34,MEL-SYD,First,1153,17-08-1992
1992 W35,MEL-SYD,First,1202,24-08-1992
1992 W36,MEL-SYD,First,1185,31-08-1992
1992 W37,MEL-SYD,First,1247,07-09-1992
1992 W38,MEL-SYD,First,1434,14-09-1992
1992 W39,MEL-SYD,First,1450,21-09-1992
1992 W40,MEL-SYD,First,1227,28-09-1992
1992 W41,MEL-SYD,First,1245,05-10-1992
1992 W42,MEL-SYD,First,1417,12-10-1992
1992 W43,MEL-SYD,First,1458,19-10-1992
1992 W44,MEL-SYD,First,1398,26-10-1992
1992 W45,MEL-SYD,First,1423,02-11-1992
1992 W46,MEL-SYD,First,1358,09-11-1992
1992 W47,MEL-SYD,First,1488,16-11-1992
1989 W28,SYD-ADL,Business,284,10-07-1989
1989 W29,SYD-ADL,Business,424,17-07-1989
1989 W30,SYD-ADL,Business,338,24-07-1989
1989 W31,SYD-ADL,Business,426,31-07-1989
1989 W32,SYD-ADL,Business,377,07-08-1989
1989 W33,SYD-ADL,Business,261,14-08-1989
1989 W34,SYD-ADL,Business,0,21-08-1989
1989 W35,SYD-ADL,Business,0,28-08-1989
1989 W36,SYD-ADL,Business,0,04-09-1989
1989 W37,SYD-ADL,Business,0,11-09-1989
1989 W38,SYD-ADL,Business,0,18-09-1989
1989 W39,SYD-ADL,Business,0,25-09-1989
1989 W40,SYD-ADL,Business,0,02-10-1989
1989 W41,SYD-ADL,Business,87,09-10-1989
1989 W42,SYD-ADL,Business,19,16-10-1989
1989 W43,SYD-ADL,Business,79,23-10-1989
1989 W44,SYD-ADL,Business,111,30-10-1989
1989 W45,SYD-ADL,Business,29,06-11-1989
1989 W46,SYD-ADL,Business,30,13-11-1989
1989 W47,SYD-ADL,Business,33,20-11-1989
1989 W48,SYD-ADL,Business,43,27-11-1989
1989 W49,SYD-ADL,Business,60,04-12-1989
1989 W50,SYD-ADL,Business,225,11-12-1989
1989 W51,SYD-ADL,Business,103,18-12-1989
1989 W52,SYD-ADL,Business,165,25-12-1989
1990 W01,SYD-ADL,Business,189,01-01-1990
1990 W02,SYD-ADL,Business,247,08-01-1990
1990 W03,SYD-ADL,Business,290,15-01-1990
1990 W04,SYD-ADL,Business,300,22-01-1990
1990 W05,SYD-ADL,Business,402,29-01-1990
1990 W06,SYD-ADL,Business,403,05-02-1990
1990 W07,SYD-ADL,Business,418,12-02-1990
1990 W08,SYD-ADL,Business,393,19-02-1990
1990 W09,SYD-ADL,Business,418,26-02-1990
1990 W10,SYD-ADL,Business,480,05-03-1990
1990 W11,SYD-ADL,Business,447,12-03-1990
1990 W12,SYD-ADL,Business,499,19-03-1990
1990 W13,SYD-ADL,Business,566,26-03-1990
1990 W14,SYD-ADL,Business,374,02-04-1990
1990 W15,SYD-ADL,Business,329,09-04-1990
1990 W16,SYD-ADL,Business,425,16-04-1990
1990 W17,SYD-ADL,Business,412,23-04-1990
1990 W18,SYD-ADL,Business,374,30-04-1990
1990 W19,SYD-ADL,Business,465,07-05-1990
1990 W20,SYD-ADL,Business,360,14-05-1990
1990 W21,SYD-ADL,Business,354,21-05-1990
1990 W22,SYD-ADL,Business,340,28-05-1990
1990 W23,SYD-ADL,Business,290,04-06-1990
1990 W24,SYD-ADL,Business,361,11-06-1990
1990 W25,SYD-ADL,Business,310,18-06-1990
1990 W26,SYD-ADL,Business,254,25-06-1990
1990 W27,SYD-ADL,Business,375,02-07-1990
1990 W28,SYD-ADL,Business,358,09-07-1990
1990 W29,SYD-ADL,Business,345,16-07-1990
1990 W30,SYD-ADL,Business,319,23-07-1990
1990 W31,SYD-ADL,Business,358,30-07-1990
1990 W32,SYD-ADL,Business,317,06-08-1990
1990 W33,SYD-ADL,Business,420,13-08-1990
1990 W34,SYD-ADL,Business,357,20-08-1990
1990 W35,SYD-ADL,Business,366,27-08-1990
1990 W36,SYD-ADL,Business,346,03-09-1990
1990 W37,SYD-ADL,Business,399,10-09-1990
1990 W38,SYD-ADL,Business,271,17-09-1990
1990 W39,SYD-ADL,Business,272,24-09-1990
1990 W40,SYD-ADL,Business,323,01-10-1990
1990 W41,SYD-ADL,Business,387,08-10-1990
1990 W42,SYD-ADL,Business,459,15-10-1990
1990 W43,SYD-ADL,Business,561,22-10-1990
1990 W44,SYD-ADL,Business,504,29-10-1990
1990 W45,SYD-ADL,Business,452,05-11-1990
1990 W46,SYD-ADL,Business,446,12-11-1990
1990 W47,SYD-ADL,Business,424,19-11-1990
1990 W48,SYD-ADL,Business,374,26-11-1990
1990 W49,SYD-ADL,Business,385,03-12-1990
1990 W50,SYD-ADL,Business,295,10-12-1990
1990 W51,SYD-ADL,Business,121,17-12-1990
1990 W52,SYD-ADL,Business,130,24-12-1990
1991 W01,SYD-ADL,Business,151,31-12-1991
1991 W02,SYD-ADL,Business,195,07-01-1991
1991 W03,SYD-ADL,Business,290,14-01-1991
1991 W04,SYD-ADL,Business,202,21-01-1991
1991 W05,SYD-ADL,Business,344,28-01-1991
1991 W06,SYD-ADL,Business,300,04-02-1991
1991 W07,SYD-ADL,Business,387,11-02-1991
1991 W08,SYD-ADL,Business,360,18-02-1991
1991 W09,SYD-ADL,Business,408,25-02-1991
1991 W10,SYD-ADL,Business,462,04-03-1991
1991 W11,SYD-ADL,Business,521,11-03-1991
1991 W12,SYD-ADL,Business,345,18-03-1991
1991 W13,SYD-ADL,Business,295,25-03-1991
1991 W14,SYD-ADL,Business,459,01-04-1991
1991 W15,SYD-ADL,Business,486,08-04-1991
1991 W16,SYD-ADL,Business,335,15-04-1991
1991 W17,SYD-ADL,Business,453,22-04-1991
1991 W18,SYD-ADL,Business,490,29-04-1991
1991 W19,SYD-ADL,Business,399,06-05-1991
